Associated_AAD_YPLL_Years ,LocationAbbr,LocationDesc,DataSource,Data_Value_Unit,ConditionType,Category,Cause_of_Death,Direct_AAF,Direct_AAF_Alt,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,ConsumptionPattern,Sex,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_Death_ID,ConsumptionID,SexID,AgeGroupID,DataValueUnitID
2015-2019,LA,Louisiana,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Pneumonia,,,0.01,0.01,0.01,0.01,0.02,0.02,,,Any Alcohol Use,Female,Overall,22,CHRONIC,CAT5,PNEUMO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,LA,Louisiana,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Pneumonia,,,0.02,0.02,0.02,0.02,0.05,0.05,,,Any Alcohol Use,Male,Overall,22,CHRONIC,CAT5,PNEUMO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,LA,Louisiana,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",,,0.02,0.02,0.02,0.02,0.05,0.05,,,Any Alcohol Use,Female,Overall,22,CHRONIC,CAT5,SEIZUR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,LA,Louisiana,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",,,0.05,0.05,0.05,0.05,0.14,0.14,,,Any Alcohol Use,Male,Overall,22,CHRONIC,CAT5,SEIZUR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Alcohol poisoning,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT6,ALCPOI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Alcohol poisoning,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT6,ALCPOI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),0.29,0.29,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT6,OTHPOI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),0.29,0.29,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT6,OTHPOI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.04,0.04,,,,,,,,,Any Alcohol Use,Female,15-19,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeE,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.08,0.08,,,,,,,,,Any Alcohol Use,Female,0-14,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeA,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.08,0.08,,,,,,,,,Any Alcohol Use,Male,0-14,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeA,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.11,0.11,,,,,,,,,Any Alcohol Use,Female,65+,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeO,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.14,0.14,,,,,,,,,Any Alcohol Use,Male,65+,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeO,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.26,0.26,,,,,,,,,Any Alcohol Use,Male,55-64,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeM,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.28,0.28,,,,,,,,,Any Alcohol Use,Female,55-64,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeM,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.37,0.37,,,,,,,,,Any Alcohol Use,Male,45-54,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeK,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.39,0.39,,,,,,,,,Any Alcohol Use,Female,45-54,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeK,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.43,0.43,,,,,,,,,Any Alcohol Use,Female,20-24,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeF,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.45,0.45,,,,,,,,,Any Alcohol Use,Male,15-19,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeE,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.46,0.46,,,,,,,,,Any Alcohol Use,Female,35-44,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeI,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.48,0.48,,,,,,,,,Any Alcohol Use,Female,25-34,23,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeG,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.49,0.49,,,,,,,,,Any Alcohol Use,Male,25-34,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeG,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.52,0.52,,,,,,,,,Any Alcohol Use,Male,20-24,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeF,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.53,0.53,,,,,,,,,Any Alcohol Use,Male,35-44,23,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeI,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Air-space transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,AIRTRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Air-space transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,AIRTRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Aspiration,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,ASPIRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Aspiration,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,ASPIRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Child maltreatment,0.16,0.16,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,CHLMAL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Child maltreatment,0.16,0.16,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,CHLMAL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Drowning,0.34,0.34,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,DROWNI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Drowning,0.34,0.34,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,DROWNI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fall injuries,0.32,0.32,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,FALLIN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fall injuries,0.32,0.32,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,FALLIN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fire injuries,0.42,0.42,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,FIREIN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fire injuries,0.42,0.42,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,FIREIN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Firearm injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,FIREAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Firearm injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,FIREAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Homicide,0.47,0.47,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,HOMICI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Homicide,0.47,0.47,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,HOMICI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,HYPOTH,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,HYPOTH,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,MTVNTR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,MTVNTR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,MACHOB,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,MACHOB,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,ORVACC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,ORVACC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT9,WATTRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT9,WATTRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT8,SUICID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT8,SUICID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,ACUTE,CAT8,ALCSUC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,ACUTE,CAT8,ALCSUC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCABU,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCABU,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCCAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCCAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCDSY,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCDSY,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCPOL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCPOL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCACP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCACP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCCRP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCCRP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCGAS,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCGAS,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCLID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCLID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCMYO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCMYO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCPSY,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCPSY,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Degeneration of nervous system due to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCNER,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Degeneration of nervous system due to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCNER,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetal alcohol syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCFAS,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetal alcohol syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCFAS,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetus and newborn affected by maternal use of alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT1,ALCMAU,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetus and newborn affected by maternal use of alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT1,ALCMAU,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, breast (females only)",,,0.02,0.02,0.02,0.02,0.05,0.05,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANBRE,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, breast (females only)",,,x,,x,,x,,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANBRE,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, colorectal",,,0.01,0.01,0.01,0.01,0.01,0.01,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANCOL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, colorectal",,,0.03,0.03,0.03,0.03,0.09,0.09,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANCOL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, esophageal",,,0.08,0.08,0.07,0.07,0.16,0.16,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANESO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, esophageal",,,0.12,0.12,0.12,0.12,0.30,0.3,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANESO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, laryngeal",,,0.03,0.03,0.03,0.03,0.08,0.08,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANLAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, laryngeal",,,0.06,0.06,0.07,0.07,0.18,0.18,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANLAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, liver",,,0.00,0,0.01,0.01,0.04,0.04,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANLIV,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, liver",,,0.01,0.01,0.03,0.03,0.22,0.22,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANLIV,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",,,0.05,0.05,0.05,0.05,0.14,0.14,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANOCP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",,,0.08,0.08,0.10,0.1,0.33,0.33,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANOCP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, pancreatic",,,0.00,0,0.00,0,0.01,0.01,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, pancreatic",,,0.00,0,0.00,0,0.02,0.02,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, prostate (males only)",,,0.01,0.01,0.01,0.01,0.02,0.02,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANPRO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, prostate (males only)",,,x,,x,,x,,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANPRO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, stomach",,,0.00,0,0.00,0,0.00,0,,,Any Alcohol Use,Female,Overall,23,CHRONIC,CAT2,CANSTO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,ME,Maine,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, stomach",,,0.00,0,0.00,0,0.03,0.03,,,Any Alcohol Use,Male,Overall,23,CHRONIC,CAT2,CANSTO,ANYALC,GENM,Age0,5YEARSAVG
